user_id,full_name,email,phone,date_of_birth,country,kyc_status,risk_level,created_at,updated_at,deleted_at
20,Olti Anderson,olti.anderson20@protonmail.com,3165730658,10/1/1984,Netherlands,0,1,23:18.1,23:18.1,NULL
21,Sabri Davis,sdavis21@live.com,49152352462,8/11/1984,Germany,0,0,23:18.2,23:18.2,NULL
22,Trim Anderson,trim_anderson2026@outlook.com,3.83E+11,2/13/1967,Kosove,0,0,23:18.2,23:18.2,NULL
23,Era Gashi,era23@icloud.com,39338082242,2/7/1963,Italy,1,2,23:18.2,23:18.2,NULL
24,Gent Kryeziu,gent.kryeziu24@hotmail.com,3.83E+11,5/19/1971,Kosove,1,2,23:18.2,23:18.2,NULL
25,Hana Rama,hrama25@hotmail.com,3464366127,1/2/1987,Spain,1,2,23:18.2,23:18.2,NULL
26,Jeta Gjoka,jeta_gjoka2026@yahoo.com,39330867049,10/8/1992,Italy,0,1,23:18.2,23:18.2,NULL
27,Zamir Berisha,zamir27@outlook.com,3.83E+11,6/3/1993,Kosove,0,0,23:18.2,23:18.2,NULL
28,Era Pajaziti,era.pajaziti28@aol.com,49150390865,4/17/1993,Germany,1,2,23:18.2,23:18.2,NULL
29,Vjosa Beka,vbeka29@icloud.com,44799029974,5/5/1970,UK,1,0,23:18.2,23:18.2,NULL
30,Teuta Leka,teuta_leka2026@protonmail.com,41768341522,5/13/1969,Switzerland,0,2,23:18.2,23:18.2,NULL
31,Edona Hyseni,edona31@outlook.com,3368398491,12/6/1989,France,1,0,23:18.2,23:18.2,NULL
32,Hekuran Berisha,hekuran.berisha32@yahoo.com,12015671157,3/14/1968,USA,1,0,23:18.2,23:18.2,NULL
33,Liridona Kryeziu,lkryeziu33@outlook.com,3.56E+11,8/21/1963,Shqipëri,1,0,23:18.2,23:18.2,NULL
34,Pajtim Anderson,pajtim_anderson2026@yahoo.com,3.56E+11,9/28/1986,Shqipëri,1,0,23:18.2,23:18.2,NULL
35,Urim Jones,urim35@hotmail.com,44794750212,6/4/1986,UK,1,1,23:18.2,23:18.2,NULL
36,Teuta Pajaziti,teuta.pajaziti36@live.com,39333393501,3/19/1996,Italy,0,0,23:18.2,23:18.2,NULL
37,Indrit Krasniqi,ikrasniqi37@yahoo.com,3.83E+11,2/28/1994,Kosove,1,0,23:18.2,23:18.2,NULL
38,Zef Leka,zef_leka2026@hotmail.com,39330752646,9/14/2003,Italy,1,3,23:18.2,23:18.2,NULL
39,Zana Hyseni,zana39@live.com,3360001014,9/13/1967,France,1,1,23:18.2,23:18.2,NULL
40,Altin Wilson,altin.wilson40@icloud.com,3464144840,9/26/1984,Spain,1,0,23:18.2,23:18.2,NULL
41,Luan Johnson,ljohnson41@live.com,3.83E+11,8/16/1998,Kosove,1,0,23:18.2,23:18.2,NULL
42,Arta Garcia,arta_garcia2026@protonmail.com,3461663613,6/18/1976,Spain,1,0,23:18.2,23:18.2,NULL
43,Mergim Martinez,mergim43@icloud.com,41762451857,9/2/1965,Switzerland,1,0,23:18.2,23:18.2,NULL
44,Indrit Basha,indrit.basha44@hotmail.com,12012462361,10/2/1975,USA,1,1,23:18.2,23:18.2,NULL
45,Trim Beka,tbeka45@live.com,44798066674,2/21/1985,UK,1,3,23:18.2,23:18.2,NULL
46,Vjosa Gashi,vjosa_gashi2026@icloud.com,3463957855,1/4/1963,Spain,1,0,23:18.2,23:18.2,NULL
47,Krenar Hyseni,krenar47@live.com,49158949110,5/25/1983,Germany,1,2,23:18.2,23:18.2,NULL
48,Donika Gonzalez,donika.gonzalez48@gmail.com,39331380452,11/27/1994,Italy,0,0,23:18.2,23:18.2,NULL
49,Fatos Garcia,fgarcia49@yahoo.com,3.56E+11,8/15/2004,Shqipëri,1,0,23:18.2,23:18.2,NULL
50,Gent Wilson,gent_wilson2026@icloud.com,44792045499,10/27/1980,UK,1,0,23:18.2,23:18.2,NULL
51,Trim Thaçi,trim51@outlook.com,3.83E+11,4/7/1969,Kosove,1,0,23:18.2,23:18.2,NULL
52,Luan Rodriguez,luan.rodriguez52@outlook.com,12017987584,11/16/1982,USA,1,0,23:18.2,23:18.2,NULL
53,Tringa Miller,tmiller53@yahoo.com,44797631354,10/7/1965,UK,1,1,23:18.2,23:18.2,NULL
54,Genta Gonzalez,genta_gonzalez2026@outlook.com,39338301360,4/9/1975,Italy,1,0,23:18.2,23:18.2,NULL
55,Drita Maliqi,drita55@protonmail.com,3360572824,12/30/2001,France,0,3,23:18.2,23:18.2,NULL
56,Jeton Martin,jeton.martin56@gmail.com,49151905744,10/30/1979,Germany,1,4,23:18.2,23:18.2,NULL
57,Olti Dedaj,odedaj57@yahoo.com,41761601781,8/27/2006,Switzerland,1,2,23:18.2,23:18.2,NULL
58,Arta Davis,arta_davis2026@hotmail.com,3.83E+11,2/25/1975,Kosove,1,0,23:18.2,23:18.2,NULL
59,Gent Hernandez,gent59@outlook.com,12015138280,5/15/1980,USA,0,0,23:18.2,23:18.2,NULL
60,Jon Kuka,jon.kuka60@yahoo.com,3466903529,5/13/1991,Spain,1,1,23:18.2,23:18.2,NULL
61,Arta Hernandez,ahernandez61@icloud.com,3460717171,3/1/2008,Spain,1,0,23:18.2,23:18.2,NULL
62,Ibrahim Gjoka,ibrahim_gjoka2026@gmail.com,41768819583,10/3/1992,Switzerland,1,0,23:18.2,23:18.2,NULL
63,Mergim Rodriguez,mergim63@hotmail.com,12019057162,10/23/1982,USA,1,1,23:18.2,23:18.2,NULL
64,Rigon Gashi,rigon.gashi64@hotmail.com,3.56E+11,12/23/1987,Shqipëri,1,1,23:18.2,23:18.2,NULL
65,Leotrim Beka,lbeka65@live.com,44793327049,9/4/1980,UK,1,0,23:18.2,23:18.2,NULL
66,Shkumbin Gonzalez,shkumbin_gonzalez2026@protonmail.com,39339890048,9/22/1996,Italy,0,1,23:18.2,23:18.2,NULL
67,Yll Hernandez,yll67@aol.com,44796481126,3/8/2007,UK,1,0,23:18.2,23:18.2,NULL
68,Pajtim Shala,pajtim.shala68@outlook.com,3.56E+11,12/6/2006,Shqipëri,1,2,23:18.2,23:18.2,NULL
69,Zef Mustafa,zmustafa69@outlook.com,12015495549,5/18/1990,USA,1,3,23:18.2,23:18.2,NULL
70,Zef Beka,zef_beka2026@aol.com,3164270815,8/19/1967,Netherlands,1,0,23:18.2,23:18.2,NULL
71,Shkumbin Brown,shkumbin71@aol.com,44795432859,4/11/1983,UK,1,1,23:18.2,23:18.2,NULL
72,Gent Smith,gent.smith72@live.com,49152614583,7/26/1997,Germany,1,1,23:18.2,23:18.2,NULL
73,Migjen Gjoka,mgjoka73@yahoo.com,3362497715,9/26/1995,France,1,1,23:18.2,23:18.2,NULL
74,Jon Johnson,jon_johnson2026@gmail.com,3461143690,3/27/1972,Spain,0,1,23:18.2,23:18.2,NULL
75,Ilir Gjoka,ilir75@protonmail.com,12013838638,6/8/1974,USA,1,0,23:18.2,23:18.2,NULL
76,Jon Rrahmani,jon.rrahmani76@outlook.com,3160742023,5/1/1999,Netherlands,1,0,23:18.2,23:18.2,NULL
77,Era Martin,emartin77@live.com,39336543250,10/26/1988,Italy,1,1,23:18.2,23:18.2,NULL
78,Leotrim Beka,leotrim_beka2026@hotmail.com,39331045879,2/9/1980,Italy,1,0,23:18.2,23:18.2,NULL
79,Olsi Leka,olsi79@outlook.com,3.83E+11,11/12/1970,Kosove,0,0,23:18.2,23:18.2,NULL
80,Era Thaçi,era.thaçi80@protonmail.com,3.56E+11,9/9/1982,Shqipëri,1,1,23:18.2,23:18.2,NULL
81,Ylli Rexha,yrexha81@protonmail.com,3461719718,2/7/1998,Spain,1,0,23:18.2,23:18.2,NULL
82,Flamur Thaçi,flamur_thaçi2026@aol.com,3165510571,7/6/1966,Netherlands,0,2,23:18.2,23:18.2,NULL
83,Blerim Gashi,blerim83@live.com,3.56E+11,2/17/2007,Shqipëri,1,1,23:18.2,23:18.2,NULL
84,Altin Wilson,altin.wilson84@outlook.com,3465677579,1/29/1986,Spain,1,1,23:18.2,23:18.2,NULL
85,Shprese Pajaziti,spajaziti85@hotmail.com,3.56E+11,5/23/2007,Shqipëri,1,0,23:18.2,23:18.2,NULL
86,Shkumbin Beka,shkumbin_beka2026@live.com,12014019835,11/29/1987,USA,1,0,23:18.2,23:18.2,NULL
87,Teuta Anderson,teuta87@protonmail.com,3.83E+11,7/20/1985,Kosove,1,0,23:18.3,23:18.3,NULL
88,Krenar Beka,krenar.beka88@aol.com,3369057883,7/18/1977,France,1,0,23:18.3,23:18.3,NULL
89,Hana Sahiti,hsahiti89@live.com,3469819724,11/21/1985,Spain,0,0,23:18.3,23:18.3,NULL
90,Xhemail Krasniqi,xhemail_krasniqi2026@hotmail.com,3.83E+11,11/16/1965,Kosove,1,1,23:18.3,23:18.3,NULL
91,Zana Leka,zana91@aol.com,44798290963,1/9/1994,UK,1,0,23:18.3,23:18.3,NULL
92,Gent Williams,gent.williams92@yahoo.com,3.83E+11,4/25/2006,Kosove,0,3,23:18.3,23:18.3,NULL
93,Xhemail Johnson,xjohnson93@aol.com,49157776503,2/3/1972,Germany,0,0,23:18.3,23:18.3,NULL
94,Urim Bytyqi,urim_bytyqi2026@outlook.com,3.56E+11,1/29/1982,Shqipëri,1,1,23:18.3,23:18.3,NULL
95,Zana Rrahmani,zana95@hotmail.com,12016725655,3/25/1987,USA,0,0,23:18.3,23:18.3,NULL
96,Tringa Gjoka,tringa.gjoka96@protonmail.com,44797211461,1/17/1991,UK,1,0,23:18.3,23:18.3,NULL
97,Kushtrim Rodriguez,krodriguez97@aol.com,41761547796,6/14/1987,Switzerland,1,0,23:18.3,23:18.3,NULL
98,Edona Berisha,edona_berisha2026@hotmail.com,49153302502,10/25/1963,Germany,1,0,23:18.3,23:18.3,NULL
99,Drita Smith,drita99@outlook.com,39334806622,1/22/1987,Italy,1,0,23:18.3,23:18.3,NULL
100,Arta Pllana,arta.pllana100@outlook.com,3.56E+11,1/2/1986,Shqipëri,1,2,23:18.3,23:18.3,NULL
101,Rina Kuka,rkuka101@hotmail.com,12016965022,12/25/1986,USA,1,1,23:18.3,23:18.3,NULL
102,Urim Anderson,urim_anderson2026@yahoo.com,3369870816,10/20/2007,France,1,0,23:18.3,23:18.3,NULL
103,Teuta Martin,teuta103@aol.com,39339841721,1/12/2004,Italy,1,1,23:18.3,23:18.3,NULL
104,Shkumbin Taylor,shkumbin.taylor104@gmail.com,3460466996,7/5/1990,Spain,1,2,23:18.3,23:18.3,NULL
105,Rrezart Gjoka,rgjoka105@protonmail.com,12011793877,6/17/1974,USA,1,1,23:18.3,23:18.3,NULL
106,Hysni Morina,hysni_morina2026@aol.com,12016824996,8/4/1989,USA,1,0,23:18.3,23:18.3,NULL
107,Arta Kryeziu,arta107@aol.com,3.56E+11,4/5/1993,Shqipëri,0,0,23:18.3,23:18.3,NULL
108,Nora Anderson,nora.anderson108@hotmail.com,3.56E+11,2/19/2001,Shqipëri,1,0,23:18.3,23:18.3,NULL
109,Mergim Kryeziu,mkryeziu109@hotmail.com,39335618343,7/7/1970,Italy,0,0,23:18.3,23:18.3,NULL
110,Hekuran Maliqi,hekuran_maliqi2026@protonmail.com,44799314576,3/9/1981,UK,1,0,23:18.3,23:18.3,NULL
111,Nderim Garcia,nderim111@gmail.com,3.84E+11,1/18/1991,Kosove,0,0,23:18.3,23:18.3,NULL
112,Tringa Pajaziti,tringa.pajaziti112@live.com,44791922462,7/24/1969,UK,1,1,23:18.3,23:18.3,NULL
113,Zamir Smith,zsmith113@gmail.com,3469254459,9/10/2007,Spain,0,2,23:18.3,23:18.3,NULL
114,Arta Lopez,arta_lopez2026@aol.com,3.56E+11,4/8/1977,Shqipëri,1,1,23:18.3,23:18.3,NULL
115,Edona Maliqi,edona115@hotmail.com,3460444772,9/20/1966,Spain,1,2,23:18.3,23:18.3,NULL
116,Zana Kadriu,zana.kadriu116@icloud.com,3.56E+11,5/2/1993,Shqipëri,0,0,23:18.3,23:18.3,NULL
117,Olsi Dedaj,odedaj117@outlook.com,39339630194,9/27/1994,Italy,1,0,23:18.3,23:18.3,NULL
118,Migjen Dedaj,migjen_dedaj2026@protonmail.com,3.83E+11,7/22/1964,Kosove,0,0,23:18.3,23:18.3,NULL
119,Olsi Jones,olsi119@outlook.com,39332828668,5/11/1972,Italy,0,0,23:18.3,23:18.3,NULL
120,Orges Hyseni,orges.hyseni120@icloud.com,41763508186,4/22/2001,Switzerland,0,0,23:18.3,23:18.3,NULL
121,Sabri Rama,srama121@icloud.com,3468069555,7/18/1989,Spain,1,0,23:18.3,23:18.3,NULL
122,Gent Martin,gent_martin2026@outlook.com,3166833011,2/2/1965,Netherlands,1,0,23:18.3,23:18.3,NULL
123,Flamur Bytyqi,flamur123@icloud.com,39337396129,6/7/1965,Italy,1,0,23:18.3,23:18.3,NULL
124,Hana Pllana,hana.pllana124@aol.com,3.83E+11,2/27/1966,Kosove,1,0,23:18.3,23:18.3,NULL
125,Qamil Rrahmani,qrrahmani125@gmail.com,41765760518,7/21/2008,Switzerland,1,0,23:18.3,23:18.3,NULL
126,Rigon Rodriguez,rigon_rodriguez2026@hotmail.com,49156795106,3/27/2004,Germany,1,0,23:18.3,23:18.3,NULL
127,Rina Brown,rina127@outlook.com,12017068885,4/11/1988,USA,1,2,23:18.3,23:18.3,NULL
128,Pajtim Jones,pajtim.jones128@protonmail.com,44790053816,5/13/1989,UK,1,0,23:18.3,23:18.3,NULL
129,Genta Maloku,gmaloku129@aol.com,39331390672,7/30/1969,Italy,1,0,23:18.3,23:18.3,NULL
130,Petrit Kryeziu,petrit_kryeziu2026@outlook.com,3368844262,2/26/2004,France,0,0,23:18.3,23:18.3,NULL
131,Flamur Martin,flamur131@aol.com,49151041018,7/18/1987,Germany,1,0,23:18.3,23:18.3,NULL
132,Mimoza Gonzalez,mimoza.gonzalez132@protonmail.com,41762432064,11/15/1986,Switzerland,1,0,23:18.3,23:18.3,NULL
133,Drita Taylor,dtaylor133@yahoo.com,44790500575,6/17/2000,UK,1,0,23:18.3,23:18.3,NULL
134,Xhevat Rrahmani,xhevat_rrahmani2026@protonmail.com,3360442197,2/6/1996,France,0,0,23:18.3,23:18.3,NULL
135,Rigon Miller,rigon135@aol.com,3369243394,5/15/1979,France,1,0,23:18.3,23:18.3,NULL
136,Sabri Martin,sabri.martin136@aol.com,44798634088,5/28/1988,UK,1,1,23:18.3,23:18.3,NULL
137,Shkumbin Dedaj,sdedaj137@aol.com,3362943131,12/23/1977,France,1,0,23:18.3,23:18.3,NULL
138,Edona Jackson,edona_jackson2026@live.com,3.83E+11,11/19/1989,Kosove,1,0,23:18.3,23:18.3,NULL
139,Genta Kamberi,genta139@protonmail.com,3364848042,8/13/1973,France,0,1,23:18.3,23:18.3,NULL
140,Ibrahim Brown,ibrahim.brown140@protonmail.com,49150650877,6/25/1994,Germany,1,0,23:18.3,23:18.3,NULL
141,Agim Wilson,awilson141@protonmail.com,3.83E+11,11/11/1965,Kosove,1,1,23:18.3,23:18.3,NULL
142,Mergim Hoti,mergim_hoti2026@hotmail.com,44796198908,4/4/2003,UK,1,0,23:18.3,23:18.3,NULL
143,Luan Hoti,luan143@yahoo.com,41769956543,6/22/1982,Switzerland,0,0,23:18.3,23:18.3,NULL
144,Altin Hoxha,altin.hoxha144@aol.com,3467417364,10/1/1976,Spain,0,0,23:18.3,23:18.3,NULL
145,Nora Wilson,nwilson145@yahoo.com,3363102855,6/27/1970,France,1,0,23:18.3,23:18.3,NULL
146,Rrezart Rrahmani,rrezart_rrahmani2026@gmail.com,3160975556,11/15/2006,Netherlands,1,0,23:18.3,23:18.3,NULL
147,Era Martinez,era147@icloud.com,41761161463,8/28/1973,Switzerland,0,0,23:18.3,23:18.3,NULL
148,Flamur Mustafa,flamur.mustafa148@yahoo.com,3363212457,6/22/1963,France,0,1,23:18.3,23:18.3,NULL
149,Jeta Lopez,jlopez149@aol.com,3.83E+11,10/22/1985,Kosove,1,2,23:18.3,23:18.3,NULL
150,Genta Shala,genta_shala2026@aol.com,3160659636,2/21/1990,Netherlands,1,1,23:18.3,23:18.3,NULL
151,Petrit Sahiti,petrit151@live.com,3.56E+11,10/5/2004,Shqipëri,1,0,23:18.3,23:18.3,NULL
152,Rrezart Garcia,rrezart.garcia152@aol.com,3.56E+11,7/8/1966,Shqipëri,0,0,23:18.3,23:18.3,NULL
153,Trim Hoti,thoti153@gmail.com,3160801895,3/25/1997,Netherlands,0,1,23:18.3,23:18.3,NULL
154,Sabri Brown,sabri_brown2026@outlook.com,3169755514,5/23/2004,Netherlands,1,0,23:18.3,23:18.3,NULL
155,Besnik Pajaziti,besnik155@protonmail.com,3.56E+11,2/20/1994,Shqipëri,1,1,23:18.3,23:18.3,NULL
156,Krenar Pajaziti,krenar.pajaziti156@gmail.com,3.83E+11,12/9/1976,Kosove,1,0,23:18.3,23:18.3,NULL
157,Elton Rama,erama157@hotmail.com,39333139076,6/4/1986,Italy,1,1,23:18.3,23:18.3,NULL
158,Trim Kastrati,trim_kastrati2026@icloud.com,39331109525,1/26/2002,Italy,1,4,23:18.3,23:18.3,NULL
159,Shprese Moore,shprese159@protonmail.com,3.84E+11,7/19/2003,Kosove,1,2,23:18.3,23:18.3,NULL
160,Orges Leka,orges.leka160@hotmail.com,44790716922,5/28/1995,UK,0,0,23:18.3,23:18.3,NULL
161,Qendrim Moore,qmoore161@live.com,41765178141,3/18/1991,Switzerland,1,0,23:18.3,23:18.3,NULL
162,Ylli Pllana,ylli_pllana2026@yahoo.com,41764325635,8/5/2001,Switzerland,1,0,23:18.4,23:18.4,NULL
163,Klea Smith,klea163@outlook.com,49154284846,3/17/1965,Germany,0,0,23:18.4,23:18.4,NULL
164,Vjosa Jones,vjosa.jones164@icloud.com,39336273155,4/1/1977,Italy,1,2,23:18.4,23:18.4,NULL
165,Rigon Hernandez,rhernandez165@yahoo.com,3461205769,4/3/1972,Spain,1,0,23:18.4,23:18.4,NULL
166,Zamir Hernandez,zamir_hernandez2026@hotmail.com,3163684069,4/13/1996,Netherlands,1,0,23:18.4,23:18.4,NULL
167,Valmir Krasniqi,valmir167@yahoo.com,3.83E+11,2/9/2006,Kosove,1,1,23:18.4,23:18.4,NULL
168,Indrit Kuka,indrit.kuka168@outlook.com,3162254819,8/28/1988,Netherlands,0,0,23:18.4,23:18.4,NULL
169,Zamir Rrahmani,zrrahmani169@live.com,12011145962,6/9/2007,USA,0,1,23:18.4,23:18.4,NULL
170,Hysni Kryeziu,hysni_kryeziu2026@live.com,3.83E+11,5/3/1977,Kosove,1,1,23:18.4,23:18.4,NULL
171,Era Berisha,era171@hotmail.com,3167585850,7/27/1982,Netherlands,1,0,23:18.4,23:18.4,NULL
172,Nora Williams,nora.williams172@protonmail.com,12019032539,12/19/1973,USA,1,0,23:18.4,23:18.4,NULL
173,Kushtrim Bytyqi,kbytyqi173@live.com,41761631130,7/13/1971,Switzerland,0,0,23:18.4,23:18.4,NULL
174,Arta Maloku,arta_maloku2026@aol.com,3.56E+11,6/4/1995,Shqipëri,0,1,23:18.4,23:18.4,NULL
175,Kushtrim Lopez,kushtrim175@hotmail.com,41765473311,11/21/1978,Switzerland,1,1,23:18.4,23:18.4,NULL
176,Nderim Sahiti,nderim.sahiti176@yahoo.com,3463117021,10/19/1982,Spain,1,0,23:18.4,23:18.4,NULL
177,Naim Morina,nmorina177@yahoo.com,12016846437,10/23/1978,USA,0,0,23:18.4,23:18.4,NULL
178,Xhemail Shala,xhemail_shala2026@yahoo.com,3.83E+11,9/20/1969,Kosove,0,0,23:18.4,23:18.4,NULL
179,Teuta Kamberi,teuta179@live.com,3460615561,8/13/2002,Spain,0,2,23:18.4,23:18.4,NULL
180,Edona Leka,edona.leka180@protonmail.com,39332283664,5/27/1973,Italy,1,0,23:18.4,23:18.4,NULL
181,Zamir Maloku,zmaloku181@live.com,49159135844,6/13/2004,Germany,1,0,23:18.4,23:18.4,NULL
182,Qendrim Rodriguez,qendrim_rodriguez2026@live.com,39334821011,6/25/1977,Italy,1,0,23:18.4,23:18.4,NULL
183,Ibrahim Mehmeti,ibrahim183@hotmail.com,3.84E+11,4/11/1998,Kosove,1,1,23:18.4,23:18.4,NULL
184,Migjen Rodriguez,migjen.rodriguez184@outlook.com,3.83E+11,5/11/2005,Kosove,1,2,23:18.4,23:18.4,NULL
185,Xhemail Shala,xshala185@live.com,12010133535,12/8/2004,USA,0,0,23:18.4,23:18.4,NULL
186,Flamur Pajaziti,flamur_pajaziti2026@gmail.com,3468927167,7/31/2005,Spain,1,0,23:18.4,23:18.4,NULL
187,Hana Hoxha,hana187@gmail.com,41764444383,12/22/2006,Switzerland,1,2,23:18.4,23:18.4,NULL
188,Adriatik Thomas,adriatik.thomas188@outlook.com,41768564642,8/13/1990,Switzerland,1,2,23:18.4,23:18.4,NULL
189,Hysni Mustafa,hmustafa189@icloud.com,3460711586,11/8/1973,Spain,0,0,23:18.4,23:18.4,NULL
190,Naim Martin,naim_martin2026@yahoo.com,3169666506,8/26/2002,Netherlands,0,2,23:18.4,23:18.4,NULL
191,Vjosa Krasniqi,vjosa191@aol.com,3.83E+11,6/26/1999,Kosove,0,0,23:18.4,23:18.4,NULL
192,Granit Pllana,granit.pllana192@protonmail.com,44790758410,12/5/1989,UK,0,0,23:18.4,23:18.4,NULL
193,Liridona Dedaj,ldedaj193@outlook.com,3460082097,3/11/1980,Spain,1,0,23:18.4,23:18.4,NULL
194,Liridona Thaçi,liridona_thaçi2026@hotmail.com,39334572582,8/31/1968,Italy,1,0,23:18.4,23:18.4,NULL
195,Elton Rexha,elton195@yahoo.com,44794871071,9/25/1974,UK,1,0,23:18.4,23:18.4,NULL
196,Klea Kryeziu,klea.kryeziu196@gmail.com,3.56E+11,4/30/1964,Shqipëri,1,0,23:18.4,23:18.4,NULL
197,Donika Morina,dmorina197@gmail.com,39337606474,8/26/1975,Italy,1,2,23:18.4,23:18.4,NULL
198,Adriatik Maloku,adriatik_maloku2026@outlook.com,44790332683,10/8/1967,UK,0,0,23:18.4,23:18.4,NULL
199,Naim Kastrati,naim199@gmail.com,12019177490,1/11/1964,USA,0,1,23:18.4,23:18.4,NULL
200,Adriatik Shala,adriatik.shala200@yahoo.com,49151435045,6/13/1968,Germany,1,1,23:18.4,23:18.4,NULL
201,Krenar Krasniqi,kkrasniqi201@yahoo.com,3.56E+11,8/1/1992,Shqipëri,0,0,23:18.4,23:18.4,NULL
202,Sabri Williams,sabri_williams2026@outlook.com,12019444055,4/21/1989,USA,1,0,23:18.4,23:18.4,NULL
203,Urim Dedaj,urim203@yahoo.com,41765960433,3/5/1999,Switzerland,1,0,23:18.4,23:18.4,NULL
204,Qendrim Gonzalez,qendrim.gonzalez204@outlook.com,44795549302,6/14/1971,UK,1,1,23:18.4,23:18.4,NULL
205,Flamur Hoti,fhoti205@yahoo.com,12019532641,6/25/1988,USA,1,0,23:18.4,23:18.4,NULL
206,Olsi Hoxha,olsi_hoxha2026@hotmail.com,12010317009,10/17/1975,USA,0,2,23:18.4,23:18.4,NULL
207,Pranvera Hernandez,pranvera207@icloud.com,3.56E+11,7/28/1982,Shqipëri,1,0,23:18.4,23:18.4,NULL
208,Era Mustafa,era.mustafa208@yahoo.com,3462256354,5/26/2001,Spain,0,1,23:18.4,23:18.4,NULL
209,Drita Davis,ddavis209@outlook.com,3167244417,9/25/1985,Netherlands,0,0,23:18.4,23:18.4,NULL
210,Gent Bytyqi,gent_bytyqi2026@yahoo.com,49156732116,2/20/1989,Germany,1,0,23:18.4,23:18.4,NULL
211,Altin Rrahmani,altin211@hotmail.com,3.56E+11,11/7/1973,Shqipëri,0,0,23:18.4,23:18.4,NULL
212,Liridona Brown,liridona.brown212@live.com,3463278891,7/1/1986,Spain,1,0,23:18.4,23:18.4,NULL
213,Krenar Pllana,kpllana213@hotmail.com,39333458604,6/14/1974,Italy,1,1,23:18.4,23:18.4,NULL
214,Jeton Krasniqi,jeton_krasniqi2026@live.com,3460995117,4/11/2007,Spain,0,1,23:18.4,23:18.4,NULL
215,Drilon Maliqi,drilon215@icloud.com,3.56E+11,1/6/1972,Shqipëri,1,0,23:18.4,23:18.4,NULL
216,Hysni Miller,hysni.miller216@aol.com,12016324677,2/7/1990,USA,0,1,23:18.4,23:18.4,NULL
217,Leotrim Morina,lmorina217@protonmail.com,3368705105,1/6/2008,France,1,2,23:18.4,23:18.4,NULL
218,Pajtim Bytyqi,pajtim_bytyqi2026@aol.com,39336727873,12/1/1989,Italy,1,0,23:18.4,23:18.4,NULL
219,Ylli Williams,ylli219@aol.com,44798365172,2/26/2005,UK,0,0,23:18.4,23:18.4,NULL
220,Olti Martinez,olti.martinez220@icloud.com,3.83E+11,4/19/1979,Kosove,1,1,23:18.4,23:18.4,NULL
221,Kushtrim Taylor,ktaylor221@live.com,49157804774,6/18/2002,Germany,1,0,23:18.4,23:18.4,NULL
222,Pranvera Dedaj,pranvera_dedaj2026@yahoo.com,3467718665,6/22/1971,Spain,1,1,23:18.4,23:18.4,NULL
223,Trim Krasniqi,trim223@aol.com,41760154220,1/3/1970,Switzerland,1,1,23:18.4,23:18.4,NULL
224,Olsi Sahiti,olsi.sahiti224@hotmail.com,3162350180,1/12/1983,Netherlands,1,0,23:18.4,23:18.4,NULL
225,Nderim Jones,njones225@aol.com,41769886400,4/13/1996,Switzerland,1,0,23:18.4,23:18.4,NULL
